escenario,fpr,tpr
sin DP,0.44227455485353245,0.8346927053417577
sin DP,0.4450315910396324,0.8389431361286617
sin DP,0.4473291211947157,0.8437679494543366
sin DP,0.4502010338885698,0.8472142446869615
sin DP,0.45376220562894887,0.851005169442849
sin DP,0.4568638713383113,0.8543365881677197
sin DP,0.4601952900631821,0.8581275129236071
sin DP,0.4634118322802987,0.8619184376794945
sin DP,0.46605399195864444,0.8654796094198737
sin DP,0.46835152211372777,0.8688110281447444
sin DP,0.47237219988512347,0.8726019529006318
sin DP,0.47501435956346927,0.8759333716255026
sin DP,0.47765651924181507,0.8789201608271109
sin DP,0.4815623205054566,0.8832854681217691
sin DP,0.48661688684663984,0.8863871338311315
sin DP,0.4896036760482481,0.8905226881102815
sin DP,0.49167145318782307,0.895117748420448
sin DP,0.495807007466973,0.8986789201608271
sin DP,0.500057438253877,0.9017805858701895
sin DP,0.5032739804709937,0.9047673750717978
sin DP,0.5058012636415853,0.9100516944284893
sin DP,0.5086731763354394,0.9137277426766226
sin DP,0.5123492245835727,0.9169442848937392
sin DP,0.5155657668006892,0.9229178632969558
sin DP,0.5188971855255601,0.9263641585295807
sin DP,0.5231476163124641,0.9296955772544515
sin DP,0.528661688684664,0.9333716255025847
sin DP,0.5313038483630098,0.9372774267662263
sin DP,0.5354394026421597,0.9393452039058012
sin DP,0.5388856978747846,0.9429063756461804
sin DP,0.5427914991384262,0.9458931648477886
sin DP,0.5464675473865594,0.9489948305571511
sin DP,0.550373348650201,0.9519816197587593
sin DP,0.5548535324526135,0.9548535324526134
sin DP,0.55944859276278,0.9585295807007467
sin DP,0.5633543940264216,0.96082711085583
sin DP,0.5694428489373923,0.9638139000574383
sin DP,0.5759908098793797,0.9663411832280299
sin DP,0.5792073520964963,0.9688684663986215
sin DP,0.5854106835152212,0.9715106260769673
sin DP,0.5904652498564044,0.9740379092475588
sin DP,0.595749569213096,0.9766800689259046
sin DP,0.603561171740379,0.9790924755887421
sin DP,0.6110281447443998,0.9819643882825962
sin DP,0.618150488225158,0.9846065479609419
sin DP,0.6269959793222286,0.9865594485927628
sin DP,0.6387133831131534,0.9888569787478461
sin DP,0.648248133256749,0.9913842619184376
sin DP,0.6644457208500861,0.9931074095347502
sin DP,0.6807581849511775,0.9950603101665709
sin DP,0.7310740953475015,0.9967834577828834
sin DP,0.8240091901206203,0.99862148190695
eps=0.5,0.0,0.0
eps=0.5,0.007352096496266514,0.004824813325674899
eps=0.5,0.011487650775416428,0.009304997128087307
eps=0.5,0.015967834577828834,0.012981045376220563
eps=0.5,0.020562894887995405,0.017116599655370476
eps=0.5,0.025502584721424467,0.021596783457782882
eps=0.5,0.02986789201608271,0.025502584721424467
eps=0.5,0.03423319931074095,0.03170591614014934
eps=0.5,0.039977024698449166,0.03687535898908673
eps=0.5,0.04422745548535324,0.04135554279149914
eps=0.5,0.050201033888569786,0.04572085008615738
eps=0.5,0.054336588167719704,0.05054566341183228
eps=0.5,0.0591614014933946,0.05502584721424469
eps=0.5,0.06306720275703619,0.05904652498564043
eps=0.5,0.06869615163699024,0.06490522688110281
eps=0.5,0.07421022400919013,0.07156806433084434
eps=0.5,0.07914991384261919,0.07696726019529006
eps=0.5,0.08340034462952327,0.0816771970132108
eps=0.5,0.08730614589316485,0.08730614589316485
eps=0.5,0.09167145318782309,0.09304997128087306
eps=0.5,0.09684089603676048,0.09821941412981046
eps=0.5,0.10201033888569787,0.10315910396323952
eps=0.5,0.10637564618035612,0.10729465824238943
eps=0.5,0.11143021252153934,0.11430212521539346
eps=0.5,0.11625502584721424,0.11981619758759333
eps=0.5,0.12188397472716829,0.12395175186674325
eps=0.5,0.1256748994830557,0.12912119471568065
eps=0.5,0.13095921883974726,0.13463526708788054
eps=0.5,0.1376220562894888,0.13946008041355543
eps=0.5,0.14256174612291786,0.14474439977024697
eps=0.5,0.1476163124641011,0.14842044801838025
eps=0.5,0.15381964388282596,0.15244112578977598
eps=0.5,0.15967834577828835,0.1574956921309592
eps=0.5,0.16381390005743826,0.16232050545663412
eps=0.5,0.1688684663986215,0.16932797242963815
eps=0.5,0.17311889718552556,0.17438253877082135
eps=0.5,0.17828834003446295,0.17920735209649627
eps=0.5,0.18414704192992534,0.18460654796094197
eps=0.5,0.18862722573233773,0.1896611143021252
eps=0.5,0.19287765651924182,0.19494543365881678
eps=0.5,0.1973578403216542,0.20022975301550833
eps=0.5,0.20264215967834578,0.20505456634118321
eps=0.5,0.20815623205054568,0.20976450315910397
eps=0.5,0.2125215393452039,0.21367030442274554
eps=0.5,0.21792073520964964,0.21906950028719127
eps=0.5,0.2221711659965537,0.22331993107409534
eps=0.5,0.22676622630672028,0.22722573233773694
eps=0.5,0.2312464101091327,0.23193566915565766
eps=0.5,0.2353819643882826,0.23641585295807008
eps=0.5,0.24009190120620333,0.24181504882251578
eps=0.5,0.24583572659391154,0.24618035611717404
eps=0.5,0.25077541642734064,0.2516944284893739
eps=0.5,0.25640436530729466,0.2568638713383113
eps=0.5,0.2616886846639862,0.26157380815623205
eps=0.5,0.26639862148190696,0.2652498564043653
eps=0.5,0.27156806433084435,0.27053417576105687
eps=0.5,0.2766226306720276,0.27478460654796094
eps=0.5,0.280413555427915,0.27937966685812754
eps=0.5,0.28500861573808156,0.28351522113727745
eps=0.5,0.28960367604824816,0.2877656519241815
eps=0.5,0.2945433658816772,0.29236071223434806
eps=0.5,0.29821941412981046,0.2961516369902355
eps=0.5,0.30212521539345205,0.3015508328546812
eps=0.5,0.3077541642734061,0.3056863871338311
eps=0.5,0.31234922458357267,0.31120045950603104
eps=0.5,0.3171740379092476,0.3163699023549684
eps=0.5,0.32142446869615166,0.3211947156806433
eps=0.5,0.32636415852958073,0.3264790350373349
eps=0.5,0.33049971280873064,0.3318782309017806
